,artist_name,lyrics,lyrics_tokenized
18,BIBI, feed me feed me please adopt me pet me pet me please comfort me feed me feed me please adopt me pet me pet me please comfort me ,"['feed', 'me', 'feed', 'me', 'please', 'adopt', 'me', 'pet', 'me', 'pet', 'me', 'please', 'comfort', 'me', 'feed', 'me', 'feed', 'me', 'please', 'adopt', 'me', 'pet', 'me', 'pet', 'me', 'please', 'comfort', 'me']"
19,BIBI, i need you got my weapon not gonna let it happen check i got weapon not gonna let it happen bitch got a weapon better than a tongue i got weapon better than a snitch what just happen got a pretty throat will be taken you better you better you better learn when she get yeah yeah yeah you better you better yeah yeah yeah yeah yeah yeah you ooh ooh ooh ooh you bett r learn when she l t you ooh ooh ooh ooh now you shackled my homies now you locked up got my weapon razor now you fucked up better shut up i m that weapon better than a tongue i got weapon better than a snitch what just happen got a pretty throat will be taken you better you better you better learn when she let you ooh ooh ooh ooh you better learn when she let you ooh ooh ooh ooh,"['i', 'need', 'you', 'got', 'my', 'weapon', 'not', 'gonna', 'let', 'it', 'happen', 'check', 'i', 'got', 'weapon', 'not', 'gonna', 'let', 'it', 'happen', 'bitch', 'got', 'a', 'weapon', 'better', 'than', 'a', 'tongue', 'i', 'got', 'weapon', 'better', 'than', 'a', 'snitch', 'what', 'just', 'happen', 'got', 'a', 'pretty', 'throat', 'will', 'be', 'taken', 'you', 'better', 'you', 'better', 'you', 'better', 'learn', 'when', 'she', 'get', 'yeah', 'yeah', 'yeah', 'you', 'better', 'you', 'better', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'you', 'ooh', 'ooh', 'ooh', 'ooh', 'you', 'bett', 'r', 'learn', 'when', 'she', 'l', 't', 'you', 'ooh', 'ooh', 'ooh', 'ooh', 'now', 'you', 'shackled', 'my', 'homies', 'now', 'you', 'locked', 'up', 'got', 'my', 'weapon', 'razor', 'now', 'you', 'fucked', 'up', 'better', 'shut', 'up', 'i', 'm', 'that', 'weapon', 'better', 'than', 'a', 'tongue', 'i', 'got', 'weapon', 'better', 'than', 'a', 'snitch', 'what', 'just', 'happen', 'got', 'a', 'pretty', 'throat', 'will', 'be', 'taken', 'you', 'better', 'you', 'better', 'you', 'better', 'learn', 'when', 'she', 'let', 'you', 'ooh', 'ooh', 'ooh', 'ooh', 'you', 'better', 'learn', 'when', 'she', 'let', 'you', 'ooh', 'ooh', 'ooh', 'ooh']"
20,BIBI, fill me fill you i got some love feel me feel you i got some love feed me feed you with my love fill me fill you with my l o v e fill me fill you i got some love feel me feel you i got some love feed me feed you with my love fill me fill you with my l o v e,"['fill', 'me', 'fill', 'you', 'i', 'got', 'some', 'love', 'feel', 'me', 'feel', 'you', 'i', 'got', 'some', 'love', 'feed', 'me', 'feed', 'you', 'with', 'my', 'love', 'fill', 'me', 'fill', 'you', 'with', 'my', 'l', 'o', 'v', 'e', 'fill', 'me', 'fill', 'you', 'i', 'got', 'some', 'love', 'feel', 'me', 'feel', 'you', 'i', 'got', 'some', 'love', 'feed', 'me', 'feed', 'you', 'with', 'my', 'love', 'fill', 'me', 'fill', 'you', 'with', 'my', 'l', 'o', 'v', 'e']"
21,BIBI,nobody told me i can have the whole chocolate so i fed it to my buddy nobody told me i get grands for hour and half so i sold it for one hunnit yeah i allow myself to lose it to lose it allow myself to lose it yeah allow myself to lose it to lose it allow myself to lose it cause i sold it for one hunnit sold it for one hunnit i sold it for one hunnit yeah i allow myself to lose it nobody told me i can taste my own birthday cake so i kept it in my closet nobody told me i can throw myself to doomsday lake so i let myself go lose it,"['nobody', 'told', 'me', 'i', 'can', 'have', 'the', 'whole', 'chocolate', 'so', 'i', 'fed', 'it', 'to', 'my', 'buddy', 'nobody', 'told', 'me', 'i', 'get', 'grands', 'for', 'hour', 'and', 'half', 'so', 'i', 'sold', 'it', 'for', 'one', 'hunnit', 'yeah', 'i', 'allow', 'myself', 'to', 'lose', 'it', 'to', 'lose', 'it', 'allow', 'myself', 'to', 'lose', 'it', 'yeah', 'allow', 'myself', 'to', 'lose', 'it', 'to', 'lose', 'it', 'allow', 'myself', 'to', 'lose', 'it', 'cause', 'i', 'sold', 'it', 'for', 'one', 'hunnit', 'sold', 'it', 'for', 'one', 'hunnit', 'i', 'sold', 'it', 'for', 'one', 'hunnit', 'yeah', 'i', 'allow', 'myself', 'to', 'lose', 'it', 'nobody', 'told', 'me', 'i', 'can', 'taste', 'my', 'own', 'birthday', 'cake', 'so', 'i', 'kept', 'it', 'in', 'my', 'closet', 'nobody', 'told', 'me', 'i', 'can', 'throw', 'myself', 'to', 'doomsday', 'lake', 'so', 'i', 'let', 'myself', 'go', 'lose', 'it']"
22,BIBI, wet nightmare pop champagne all night put the chandelier up high bodies on my bed all my baddies gonna up all night hah hah hah hah hah bang hard to say goodbye you were my favorite thing til now bodies on the deck cold water is up your neck least loved will be there say hi baby tell me why you keep showing up in my dream oh oh oh oh oh oh oh in my wet nightmare oh oh oh oh oh oh oh visit my wet night terror love got me haunted got me trapped in baby got me stuck inside your heart your body got me drowning got me soaking baby got me stuck inside your heart you re pretty even dying even ghosting pretty even cause you broke my heart love got you haunted got you trapped in baby got you stuck inside my heart baby tell me why you keep showing up in my dream ,"['wet', 'nightmare', 'pop', 'champagne', 'all', 'night', 'put', 'the', 'chandelier', 'up', 'high', 'bodies', 'on', 'my', 'bed', 'all', 'my', 'baddies', 'gonna', 'up', 'all', 'night', 'hah', 'hah', 'hah', 'hah', 'hah', 'bang', 'hard', 'to', 'say', 'goodbye', 'you', 'were', 'my', 'favorite', 'thing', 'til', 'now', 'bodies', 'on', 'the', 'deck', 'cold', 'water', 'is', 'up', 'your', 'neck', 'least', 'loved', 'will', 'be', 'there', 'say', 'hi', 'baby', 'tell', 'me', 'why', 'you', 'keep', 'showing', 'up', 'in', 'my', 'dream', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'in', 'my', 'wet', 'nightmare', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'visit', 'my', 'wet', 'night', 'terror', 'love', 'got', 'me', 'haunted', 'got', 'me', 'trapped', 'in', 'baby', 'got', 'me', 'stuck', 'inside', 'your', 'heart', 'your', 'body', 'got', 'me', 'drowning', 'got', 'me', 'soaking', 'baby', 'got', 'me', 'stuck', 'inside', 'your', 'heart', 'you', 're', 'pretty', 'even', 'dying', 'even', 'ghosting', 'pretty', 'even', 'cause', 'you', 'broke', 'my', 'heart', 'love', 'got', 'you', 'haunted', 'got', 'you', 'trapped', 'in', 'baby', 'got', 'you', 'stuck', 'inside', 'my', 'heart', 'baby', 'tell', 'me', 'why', 'you', 'keep', 'showing', 'up', 'in', 'my', 'dream']"
25,BIBI,open your eyes mind your own business own business and ikeep yourself low but i go high yeah but i go high i m going high pull me down with your tongue i m a star try to take me down and wave me goodbye pull you down with my voice falling stars if you need it i can be sacrificed cause,"['open', 'your', 'eyes', 'mind', 'your', 'own', 'business', 'own', 'business', 'and', 'ikeep', 'yourself', 'low', 'but', 'i', 'go', 'high', 'yeah', 'but', 'i', 'go', 'high', 'i', 'm', 'going', 'high', 'pull', 'me', 'down', 'with', 'your', 'tongue', 'i', 'm', 'a', 'star', 'try', 'to', 'take', 'me', 'down', 'and', 'wave', 'me', 'goodbye', 'pull', 'you', 'down', 'with', 'my', 'voice', 'falling', 'stars', 'if', 'you', 'need', 'it', 'i', 'can', 'be', 'sacrificed', 'cause']"
29,BIBI, fly with me with stony eyes what are you looking for with snowy face why are you look so blue fly with me why don t you fly with me through the stars fly with me why don t you fly with me through the night fly with me why don t you fly with me through the stars fly with me why don t you fly with me through the night  baby venus earth to mars jupiter fly with me why don t you fly with me fly with me why don t you fly with me through the night,"['fly', 'with', 'me', 'with', 'stony', 'eyes', 'what', 'are', 'you', 'looking', 'for', 'with', 'snowy', 'face', 'why', 'are', 'you', 'look', 'so', 'blue', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'through', 'the', 'stars', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'through', 'the', 'night', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'through', 'the', 'stars', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'through', 'the', 'night', 'baby', 'venus', 'earth', 'to', 'mars', 'jupiter', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'fly', 'with', 'me', 'why', 'don', 't', 'you', 'fly', 'with', 'me', 'through', 'the', 'night']"
30,BIBI, timeless inside of me i ll find you ,"['timeless', 'inside', 'of', 'me', 'i', 'll', 'find', 'you']"
31,BIBI, give more care less give a little more give a little more care a little less care a little less give a little more give a little more care a little less care a little less give a little more give a little more care a little less care a little less give a little more give a little more care a little less care a little less give a little more give a little more give a less care on my ring ring baby chicks gonna get you chicks gonna hate you chicks tryna keep you in her feelings too you nice give er that i know so i m gonna take it not gonna keep it let things go on let things just flow give a little more give a little more give a little more care a little less care a little less care a little less give a little more give a little more oh care a little less care a little less care a little less give a little more give a little more care a little less care a little less give a little more give a little more give a little more give a little more care a little less care a little less care a little less ,"['give', 'more', 'care', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'give', 'a', 'less', 'care', 'on', 'my', 'ring', 'ring', 'baby', 'chicks', 'gonna', 'get', 'you', 'chicks', 'gonna', 'hate', 'you', 'chicks', 'tryna', 'keep', 'you', 'in', 'her', 'feelings', 'too', 'you', 'nice', 'give', 'er', 'that', 'i', 'know', 'so', 'i', 'm', 'gonna', 'take', 'it', 'not', 'gonna', 'keep', 'it', 'let', 'things', 'go', 'on', 'let', 'things', 'just', 'flow', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'oh', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'give', 'a', 'little', 'more', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less', 'care', 'a', 'little', 'less']"
32,CHUNG HA, sparkling come and talk to me baby la la la la love me tell me what to do what to do touch ah hoo ouch ah hoo tell me what to do what to do ah yah ooh no away sparkle oh baby you re all mine mine i i i oh baby you re all mine mine i i i drop it so oh oh oh oh oh you make me sparkle ah oh oh oh oh oh oh i ll be your sparkle sparkling flavor no no oh my favorite take me all the way oh fallin lovin i ma dive in gosh ah hoo crush ah hoo tell me what to do what to do ah yah ooh no oh sparkle ,"['sparkling', 'come', 'and', 'talk', 'to', 'me', 'baby', 'la', 'la', 'la', 'la', 'love', 'me', 'tell', 'me', 'what', 'to', 'do', 'what', 'to', 'do', 'touch', 'ah', 'hoo', 'ouch', 'ah', 'hoo', 'tell', 'me', 'what', 'to', 'do', 'what', 'to', 'do', 'ah', 'yah', 'ooh', 'no', 'away', 'sparkle', 'oh', 'baby', 'you', 're', 'all', 'mine', 'mine', 'i', 'i', 'i', 'oh', 'baby', 'you', 're', 'all', 'mine', 'mine', 'i', 'i', 'i', 'drop', 'it', 'so', 'oh', 'oh', 'oh', 'oh', 'oh', 'you', 'make', 'me', 'sparkle', 'ah', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'i', 'll', 'be', 'your', 'sparkle', 'sparkling', 'flavor', 'no', 'no', 'oh', 'my', 'favorite', 'take', 'me', 'all', 'the', 'way', 'oh', 'fallin', 'lovin', 'i', 'ma', 'dive', 'in', 'gosh', 'ah', 'hoo', 'crush', 'ah', 'hoo', 'tell', 'me', 'what', 'to', 'do', 'what', 'to', 'do', 'ah', 'yah', 'ooh', 'no', 'oh', 'sparkle']"
33,CHUNG HA, xxxx fuck shit na na na na yeah yeah yeah you you feelin me feelin sharp and risky shaped like diamond yeah now come beg on my feet like diamond diamond beauty yeah beauty uh reflecting different parts of me dily oh yeah tear me do do do do do do down do do do down hit me harder hit me harder dare me do do do do do do down down down oh cause i m a fighter yeah oh tear tear me down tear me down tear me down i won t cover up anymore shattered pieces shine on the floor yeah oh dare dare me down dare me down dare me down guess i should be thanking you for glittered pieces shine on the floor ain t gonna waste my time gracefully facing you haters cry out of my way don t mind gibber and gabber go get a life ooh i got the game i m on the reign stuck in my trap now obey no reason to vile in the back back house of the clown make me crack crack,"['xxxx', 'fuck', 'shit', 'na', 'na', 'na', 'na', 'yeah', 'yeah', 'yeah', 'you', 'you', 'feelin', 'me', 'feelin', 'sharp', 'and', 'risky', 'shaped', 'like', 'diamond', 'yeah', 'now', 'come', 'beg', 'on', 'my', 'feet', 'like', 'diamond', 'diamond', 'beauty', 'yeah', 'beauty', 'uh', 'reflecting', 'different', 'parts', 'of', 'me', 'dily', 'oh', 'yeah', 'tear', 'me', 'do', 'do', 'do', 'do', 'do', 'do', 'down', 'do', 'do', 'do', 'down', 'hit', 'me', 'harder', 'hit', 'me', 'harder', 'dare', 'me', 'do', 'do', 'do', 'do', 'do', 'do', 'down', 'down', 'down', 'oh', 'cause', 'i', 'm', 'a', 'fighter', 'yeah', 'oh', 'tear', 'tear', 'me', 'down', 'tear', 'me', 'down', 'tear', 'me', 'down', 'i', 'won', 't', 'cover', 'up', 'anymore', 'shattered', 'pieces', 'shine', 'on', 'the', 'floor', 'yeah', 'oh', 'dare', 'dare', 'me', 'down', 'dare', 'me', 'down', 'dare', 'me', 'down', 'guess', 'i', 'should', 'be', 'thanking', 'you', 'for', 'glittered', 'pieces', 'shine', 'on', 'the', 'floor', 'ain', 't', 'gonna', 'waste', 'my', 'time', 'gracefully', 'facing', 'you', 'haters', 'cry', 'out', 'of', 'my', 'way', 'don', 't', 'mind', 'gibber', 'and', 'gabber', 'go', 'get', 'a', 'life', 'ooh', 'i', 'got', 'the', 'game', 'i', 'm', 'on', 'the', 'reign', 'stuck', 'in', 'my', 'trap', 'now', 'obey', 'no', 'reason', 'to', 'vile', 'in', 'the', 'back', 'back', 'house', 'of', 'the', 'clown', 'make', 'me', 'crack', 'crack']"
34,CHUNG HA, louder hey say no matter what it is i will be listening way ah ah ah free louder louder all the hater hater it s time to raise our voice raise our voice let s go and make some noise future future breakdown hey hey louder louder pray okay yeah you are brave ah ah ah louder louder all the hater hater it s time to raise our voice raise our voice let s go and make some noise future futur ,"['louder', 'hey', 'say', 'no', 'matter', 'what', 'it', 'is', 'i', 'will', 'be', 'listening', 'way', 'ah', 'ah', 'ah', 'free', 'louder', 'louder', 'all', 'the', 'hater', 'hater', 'it', 's', 'time', 'to', 'raise', 'our', 'voice', 'raise', 'our', 'voice', 'let', 's', 'go', 'and', 'make', 'some', 'noise', 'future', 'future', 'breakdown', 'hey', 'hey', 'louder', 'louder', 'pray', 'okay', 'yeah', 'you', 'are', 'brave', 'ah', 'ah', 'ah', 'louder', 'louder', 'all', 'the', 'hater', 'hater', 'it', 's', 'time', 'to', 'raise', 'our', 'voice', 'raise', 'our', 'voice', 'let', 's', 'go', 'and', 'make', 'some', 'noise', 'future', 'futur']"
36,CHUNG HA, california dream broken hmm hmm ocean romantic come on california girls on the beach on the west coast baby let s go let s go gimme that hollywood heat my california dream post chorus ooh ooh ooh ooh ooh my california dream ooh ooh ooh ooh ooh that s where i wanna be ooh ooh ooh ooh ooh my california dream on the west coast baby let s go let s go,"['california', 'dream', 'broken', 'hmm', 'hmm', 'ocean', 'romantic', 'come', 'on', 'california', 'girls', 'on', 'the', 'beach', 'on', 'the', 'west', 'coast', 'baby', 'let', 's', 'go', 'let', 's', 'go', 'gimme', 'that', 'hollywood', 'heat', 'my', 'california', 'dream', 'post', 'chorus', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'my', 'california', 'dream', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'that', 's', 'where', 'i', 'wanna', 'be', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'my', 'california', 'dream', 'on', 'the', 'west', 'coast', 'baby', 'let', 's', 'go', 'let', 's', 'go']"
37,CHUNG HA, good night my princess anybody home ooh i know there s no one then you play my favorite song again i don t wanna cry every night i try it breaks my heart in two good night my princess in my dream my favorite song again i don t wanna cry every night i try it breaks my heart in two good night my princess,"['good', 'night', 'my', 'princess', 'anybody', 'home', 'ooh', 'i', 'know', 'there', 's', 'no', 'one', 'then', 'you', 'play', 'my', 'favorite', 'song', 'again', 'i', 'don', 't', 'wanna', 'cry', 'every', 'night', 'i', 'try', 'it', 'breaks', 'my', 'heart', 'in', 'two', 'good', 'night', 'my', 'princess', 'in', 'my', 'dream', 'my', 'favorite', 'song', 'again', 'i', 'don', 't', 'wanna', 'cry', 'every', 'night', 'i', 'try', 'it', 'breaks', 'my', 'heart', 'in', 'two', 'good', 'night', 'my', 'princess']"
38,CHUNG HA, love me out loud cause the silence it always hurts sound if you love me then scream and shout don t wanna lose ya but you re fading out so if you love me love me out loud out loud out loud love me out loud love me out loud out loud out loud love me out love me out loud love me out loud love me out hear the roar gotta scream until my lungs run out sound if you love me then scream and shout don t wanna lose ya but you re fading out so if you love me,"['love', 'me', 'out', 'loud', 'cause', 'the', 'silence', 'it', 'always', 'hurts', 'sound', 'if', 'you', 'love', 'me', 'then', 'scream', 'and', 'shout', 'don', 't', 'wanna', 'lose', 'ya', 'but', 'you', 're', 'fading', 'out', 'so', 'if', 'you', 'love', 'me', 'love', 'me', 'out', 'loud', 'out', 'loud', 'out', 'loud', 'love', 'me', 'out', 'loud', 'love', 'me', 'out', 'loud', 'out', 'loud', 'out', 'loud', 'love', 'me', 'out', 'love', 'me', 'out', 'loud', 'love', 'me', 'out', 'loud', 'love', 'me', 'out', 'hear', 'the', 'roar', 'gotta', 'scream', 'until', 'my', 'lungs', 'run', 'out', 'sound', 'if', 'you', 'love', 'me', 'then', 'scream', 'and', 'shout', 'don', 't', 'wanna', 'lose', 'ya', 'but', 'you', 're', 'fading', 'out', 'so', 'if', 'you', 'love', 'me']"
