song_id	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
4CH66Rxcjcj3VBHwmIBj4T	94246	5	0	4	0.0643	0.78	0.492	0.0313	0.174	-3.4	0.0671	0.374	143.983
1G4cdOtF36ZCs6i2dZoC87	211768	2	1	4	0.199	0.499	0.797	0	0.0933	-3.77	0.0554	0.408	176.024
3VamXAvVMczcS2PTYtPfBQ	195053	4	1	4	0.75	0.629	0.464	0	0.0853	-8.72	0.0334	0.523	156.051
6Up545NUflOiXo8cEraH49	274693	5	1	4	0.682	0.486	0.632	0	0.0869	-6.89	0.0344	0.0791	147.892
5wujBwqG7INdStqGd4tRMX	169999	10	1	4	0.186	0.736	0.67	0	0.114	-6.702	0.311	0.845	130.032
3EPXxR3ImUwfayaurPi3cm	196373	11	1	4	0.697	0.553	0.586	0	0.0813	-6.319	0.0362	0.443	126.684
3pJkBPHadRAxBBo484RipI	178333	1	1	4	0.0147	0.707	0.531	2.11e-06	0.175	-7.014	0.0273	0.417	106.992
7sTtHHrD0zDpmzQzH3zegz	178467	0	1	5	0.889	0.455	0.292	0	0.106	-6.792	0.0563	0.43	84.339
577YBGuskWkVDCxZrLRB4v	154024	10	0	4	0.00127	0.964	0.487	6.57e-06	0.115	-6.071	0.421	0.107	127.05
2GHO21NrpLapnnfx5z2UL6	192888	3	0	4	0.0338	0.543	0.868	0.000289	0.19	-4.69	0.0354	0.433	144.07
5HnXcJJbNXQQ7tRlQ9VN1v	189533	7	1	4	0.16	0.711	0.696	0	0.17	-5.05	0.0871	0.694	80.512
6Gg25EZRbQd4IHiJz2KSY0	240000	6	0	4	0.0369	0.814	0.667	0	0.11	-4.785	0.36	0.376	80.031
01jIO8SJFnpSiNLH1JaBZ5	217387	8	0	4	0.413	0.735	0.453	0	0.104	-8.264	0.0602	0.335	115.002
43zdsphuZLzwA9k4DJhU0I	196077	4	1	4	0.978	0.367	0.111	3.97e-05	0.0897	-14.084	0.0972	0.198	82.642
6viHvc13l9A6Ua6xugpeX6	228480	4	1	4	0.00204	0.487	0.859	0	0.322	-4.403	0.0488	0.377	148.037
7pdF27mSDuPWhppnHAmWHa	157777	6	0	4	0.653	0.735	0.525	0.918	0.101	-2.939	0.0441	0.369	160.147
2rxQMGVafnNaRaXlRMWPde	193200	11	1	4	0.676	0.552	0.402	0	0.0928	-7.431	0.0262	0.382	103.313
5274I4mUMnYczyeXkGDWZN	141587	7	1	4	0.0484	0.656	0.542	0	0.126	-7.358	0.323	0.551	166.111
34DFpyq5NJJ79GnGbbJH3p	230973	8	1	4	0.254	0.557	0.511	0	0.099	-6.788	0.0291	0.602	156.042
25sgk305KZfyuqVBQIahim	187436	1	1	4	0.0691	0.719	0.704	0	0.166	-4.724	0.0476	0.628	133.002
05t7JMip6JrLuSrMV5yYjX	120137	11	1	4	0.282	0.556	0.481	0	0.216	-7.663	0.313	0.581	149.025
7lAK3oHbfEnvUQWosrMMpR	150043	0	1	4	0.283	0.785	0.554	3.4e-06	0.116	-6.571	0.0409	0.144	128.047
68JS5SFTnW5Yv9Vzw81Jf0	210133	10	1	4	0.165	0.602	0.463	0.00968	0.0975	-9.666	0.0279	0.454	142.635
3Ol2xnObFdKV9pmRD2t9x8	179449	3	0	4	0.407	0.791	0.587	0	0.148	-5.075	0.0413	0.536	96.057
6XcfKZvJio9Z0fQy11GnNX	204878	7	1	4	0.00175	0.666	0.728	4.26e-06	0.0429	-5.808	0.0419	0.51	122.996
7uqcLJFlSYjVPLUz1vPxkY	108035	0	0	4	0.795	0.712	0.374	0	0.187	-10.215	0.511	0.779	133.952
5OCJzvD7sykQEKHH7qAC3C	197547	1	1	4	0.0233	0.602	0.658	6e-05	0.237	-5.934	0.0558	0.268	145.031
4axYWgXASdsCBHuwInAubT	121630	5	1	4	0.591	0.797	0.293	0.0724	0.148	-7.479	0.08	0.478	80.035
5lar0mCUejpILVkAz50s2J	164083	9	0	3	0.564	0.492	0.712	9.1e-05	0.357	-7.278	0.691	0.23	137.453
57nOpVSc3j9o03Cr928ZM4	150769	0	1	4	0.774	0.639	0.312	0.469	0.0857	-9.902	0.0301	0.347	103.369
4KpKyRFwN0gcwj58Uqjv7q	85124	5	1	4	0.134	0.557	0.338	0.00184	0.14	-9.892	0.0257	0.689	140.935
07FkzikE6FuHIa8Ma7zJGc	209213	5	1	4	0.161	0.753	0.66	0	0.236	-6.542	0.133	0.182	95.003
5itzep0nGnq7hxCfFNsTIR	76974	11	0	4	0.949	0.593	0.0668	1.31e-05	0.194	-15.268	0.0722	0.19	102.456
5c0Vl3yklw5WX9YI36dPLd	219552	4	0	4	0.0288	0.803	0.648	0	0.0904	-9.185	0.198	0.538	131.925
3EQ9QP2E7wjYQba8OSPBst	213402	1	1	4	0.0557	0.678	0.76	0	0.359	-5.546	0.221	0.24	96.044
6pUBrvKfJL4qmn95mxU7rC	192099	2	1	4	0.0871	0.603	0.67	0	0.326	-4.809	0.25	0.159	89.842
45CCe4gu08OYG1I4MH8TU6	238203	8	1	4	0.0284	0.682	0.639	0	0.197	-4.406	0.292	0.183	89.09
1bx4Jw8A7GQtImIQGccI6D	246793	8	1	4	0.246	0.49	0.651	0	0.233	-6.24	0.251	0.46	164.213
3EikYy40GMSp8l5mDV6IQo	129547	1	1	4	0.257	0.881	0.623	1.5e-06	0.0964	-9.662	0.119	0.745	88.953
39RWYLt6hgk9BbhkDgaHW9	159755	5	0	4	0.0171	0.92	0.458	0	0.107	-5.643	0.315	0.403	132.992
0jqLv5PuEUA0GthFjdtlS1	181274	4	0	4	0.593	0.609	0.836	0	0.466	-3.442	0.264	0.584	72.099
7cW1wHpSLYgKWzoWlOCPFJ	169826	1	1	4	0.106	0.672	0.565	0	0.113	-6.504	0.441	0.313	163.827
52i143Ph5c3RQaQFBXWix1	172986	10	0	4	0.0562	0.888	0.432	0	0.112	-9.275	0.0934	0.173	99.965
2G7V7zsVDxg1yRsu7Ew9RJ	217925	1	1	4	0.0589	0.835	0.626	6e-05	0.396	-5.833	0.125	0.35	91.03
2Kpc6hdJqHCG2tt0JW9pyl	178987	4	0	4	0.00245	0.544	0.854	1.2e-06	0.249	-4.968	0.0289	0.436	91.966
42fw0rxRO2xbesF6mJfd4Y	196747	11	1	4	0.0312	0.489	0.581	0	0.132	-5.731	0.0281	0.494	86.016
0TlLq3lA83rQOYtrqBqSct	238614	7	1	4	0.0164	0.912	0.412	0.013	0.104	-8.074	0.124	0.422	154.983
0At2qAoaVjIwWNAqrscXli	256064	10	0	4	0.0862	0.561	0.779	0	0.078	-5.107	0.0531	0.235	81.965
5aXgz1oKK8Q9z9xvTmSnrO	215364	4	1	4	0.00587	0.755	0.615	1.75e-06	0.109	-8.245	0.0454	0.039	105.955
7wC5eZcFS1Q1BsQ35DU6H4	210376	0	1	4	0.693	0.64	0.321	0.0307	0.114	-14.604	0.0931	0.177	145.045
04ZTP5KsCypmtCmQg5tH9R	195519	11	0	4	0.00281	0.63	0.694	0	0.0719	-6.257	0.0253	0.216	97.005
6CyJlVAEFlNdpggOLanytL	185440	8	1	4	0.0651	0.434	0.831	0	0.119	-4.774	0.0453	0.596	156.034
4H0vNUFcHPz5lytcLjwqkr	208893	5	1	4	0.0445	0.565	0.855	0	0.32	-4.189	0.0557	0.852	74.98
2oPCR02nduYVpj7CTfsA0d	212067	9	1	4	0.0183	0.455	0.897	0	0.174	-4.879	0.0403	0.728	160.139
7hDVYcQq6MxkdJGweuCtl9	200379	4	0	4	0.816	0.511	0.363	0.0317	0.084	-7.65	0.041	0.169	144.892
7zLYKWcXnYeHHWidalz7rj	165000	11	1	4	0.462	0.699	0.558	0	0.116	-7.622	0.0603	0.493	79.992
1wjzFQodRWrPcQ0AnYnvQ9	197437	9	1	4	0.535	0.752	0.505	2.55e-06	0.104	-7.621	0.253	0.419	91.97
3ee8Jmje8o58CHK66QrVC2	166606	8	1	4	0.258	0.74	0.613	0.00372	0.123	-4.88	0.145	0.473	75.023
3z8h0TU7ReDPLIbEnYhWZb	354947	0	0	4	0.287	0.39	0.397	0	0.207	-9.963	0.0513	0.246	144.031
1XJBDDpeuZaj5fvmwhdIMw	165517	1	1	4	0.114	0.66	0.615	0	0.315	-7.2	0.47	0.501	174.034
2VX37A1p7tkvrH2UJwAU0T	208733	10	1	4	0.0716	0.711	0.796	0.0045	0.262	-5.87	0.0341	0.901	109.991
4u8Gkqyg87iGSW3hQbbnQZ	212689	0	1	4	0.0364	0.454	0.66	0	0.181	-4.357	0.168	0.568	184.353
0AcicReEGm1qcENjqzh1Tg	129429	8	1	4	0.136	0.544	0.524	0	0.106	-7.914	0.0621	0.117	81.982
2RSHsoi04658QL5xgQVov3	260773	3	1	4	0.0722	0.383	0.637	0	0.368	-6.993	0.0703	0.0827	177.913
2rbDhOo9Fh61Bbu23T2qCk	210200	0	1	4	0.299	0.553	0.502	0	0.764	-5.972	0.0409	0.296	129.976
1SxagO9GK0UUeEYLmH8Pln	173129	8	1	4	0.0555	0.728	0.517	1.95e-06	0.107	-11.404	0.0629	0.379	111.974
0OgGn1ofaj55l2PcihQQGV	190472	11	0	4	0.493	0.763	0.572	0.00118	0.106	-7.312	0.0595	0.25	151.93
514rhnksEwHUh6LxXsQ4Y9	210240	6	1	4	0.0984	0.6	0.683	1.26e-06	0.11	-6.271	0.0493	0.494	102.036
6NFyWDv5CjfwuzoCkw47Xf	232253	9	0	4	0.216	0.75	0.404	0.000357	0.0911	-10.178	0.0682	0.0499	95.045
1fvCggAYrW0VtCljtqv4h2	162133	1	0	4	0.175	0.854	0.708	0	0.241	-5.805	0.244	0.172	118.032
33471tzU1VghDg9zNgGRpz	166573	11	1	4	0.152	0.758	0.867	0	0.308	-5.087	0.0475	0.964	102.018
1jo3TwNGCXfNdB5uba3ZVv	253580	0	0	4	0.0989	0.892	0.651	0	0.371	-8.645	0.378	0.599	105.814
1B4gJRq61xTs6r1O0Uq2iY	197079	1	1	4	0.525	0.921	0.607	1.12e-06	0.123	-7.397	0.209	0.753	140.071
7azo4rpSUh8nXgtonC6Pkq	358053	11	1	4	0.0816	0.764	0.887	0.000108	0.847	-3.725	0.0738	0.721	118.421
09IStsImFySgyp0pIQdqAc	184732	7	1	4	0.171	0.753	0.657	0	0.112	-3.061	0.0449	0.437	107.01
1kFBLqkTuNKlspkJ1EOGjN	207267	0	1	4	0.794	0.485	0.306	0	0.122	-8.431	0.0409	0.224	203.729
0oagwWkGlBoACUuKvTmqZV	273640	7	1	4	0.272	0.312	0.499	0	0.0901	-6.282	0.0397	0.191	148.173
0Fpen1PTuEnCmOJtUU9Iud	343099	8	0	4	0.0367	0.85	0.785	0	0.155	-4.963	0.345	0.718	145.063
7uVkYr8gxcPEgqohvynpdN	199436	1	1	4	0.456	0.51	0.386	0	0.252	-8.391	0.0307	0.266	86.36
3to5UxKsozb4T6CfwHuhLJ	139200	8	0	4	0.301	0.792	0.571	0	0.1	-7.539	0.094	0.556	99.999
2qT1uLXPVPzGgFOx4jtEuo	205920	9	0	4	0.04	0.699	0.713	3.11e-06	0.294	-5.507	0.0594	0.354	121.993
2vs5ubqg8QUbfyWZpMfvWe	169920	1	1	4	0.0402	0.732	0.586	2.66e-06	0.121	-7.868	0.232	0.73	76.48
7stcuQtnHL7C6XdPvpwywv	270413	4	0	4	0.552	0.487	0.458	0.0257	0.117	-7.761	0.0371	0.207	115.989
2EhJijFUs0WUmNClDBpYJq	102560	1	0	4	0.122	0.75	0.387	0	0.0993	-10.123	0.487	0.739	143.019
7jr3iPu4O4bTCVwLMbdU2i	189173	8	1	4	0.0658	0.678	0.729	0	0.303	-4.188	0.137	0.643	99.895
3ZPKocroJIcnHGcnJVlLKD	238627	8	1	4	0.205	0.534	0.784	0.00579	0.106	-3.59	0.0339	0.6	92.147
3lFf4DnT68QjQGB3iq1BJ9	163553	10	1	4	0.161	0.671	0.668	0	0.219	-7.086	0.0851	0.487	153.953
4L9Ds4mpD3SuYoWwFUlv16	185200	3	1	4	0.0791	0.362	0.882	0	0.15	-3.717	0.0973	0.864	199.811
4lFfMRH0YH4pW5gczTDbNC	219136	8	0	4	0.24	0.741	0.37	0	0.118	-8.437	0.324	0.13	116.06
6Q36XucqrejMId3RydVhch	180960	0	1	4	0.166	0.86	0.408	0	0.111	-5.389	0.189	0.0548	75.481
7pVzUPjJ83QojsVcOthmxP	211963	2	1	4	0.0894	0.831	0.528	2.58e-05	0.396	-7.635	0.534	0.232	153.987
53yTYusPQJ1AApL1hi0Dnc	216093	9	1	4	0.185	0.472	0.884	0	0.178	-2.306	0.0584	0.718	159.96
7HdNB8nvJOBwHa8hIkzvxp	130929	11	0	4	0.0996	0.715	0.617	3.41e-06	0.186	-5.558	0.24	0.283	176.117
378u8gf9qpJ4ZhxHEvrodl	191280	6	1	4	0.868	0.557	0.279	1.25e-05	0.0978	-7.757	0.0372	0.263	102.727
0Y7di9ZCmB6Elad5WISaPc	189909	2	1	4	0.033	0.879	0.662	0	0.716	-6.162	0.309	0.723	117.975
1E1uGhNdBe6Dddbgs2KqtZ	238560	11	0	4	0.00849	0.62	0.61	0.162	0.205	-8.329	0.0373	0.235	127.052
5HeKOKc4phmLn8e4I7EkzD	229120	1	1	4	0.0563	0.749	0.723	0.022	0.0977	-6.609	0.0432	0.674	108.999
6qNALlmZa1ESnCxJmXE1K9	186080	10	0	4	0.314	0.755	0.769	2.38e-06	0.0628	-5.658	0.186	0.642	114.966
5cGpjfgAvidLy6znwkCxkP	193243	2	0	5	0.121	0.578	0.577	0	0.086	-5.997	0.202	0.154	99.288
4z2XPrpHz1raJibarWFY7Z	159293	7	1	4	0.798	0.699	0.282	1.23e-06	0.0981	-7.65	0.0374	0.359	79.776
5SehvGGC53A7SZKCLXQcyt	225040	9	0	4	0.0699	0.728	0.602	7.01e-06	0.318	-7.748	0.185	0.328	140.081
2DnH4XlEkghUdE8ymdVom5	269287	9	0	4	0.0283	0.769	0.55	0	0.139	-6.299	0.359	0.36	97.01
0ubdf6zWT1It2saK41SkO0	208504	2	1	4	0.0169	0.807	0.571	0	0.252	-6.937	0.312	0.0993	139.996
5s6pKnF3ZPtuqvEx1i1V7U	223617	2	1	4	0.276	0.788	0.765	0	0.216	-3.93	0.439	0.667	144.046
7EgI0dCaQuHFe3OTj5EpWI	223939	1	1	4	0.00705	0.929	0.598	0	0.0549	-5.373	0.156	0.501	96.012
1Dk3CfJEtqvj7Xg2AWwfEn	262400	5	0	4	0.144	0.752	0.703	0	0.325	-3.417	0.213	0.641	149.988
6y4pOReFqH2wzo4CV91cZC	212428	9	1	4	0.479	0.641	0.579	9.58e-05	0.214	-8.278	0.0895	0.421	145.994
3BUWNzPWz2mDbptZmGEXpB	316192	11	1	4	0.0216	0.552	0.562	0	0.302	-6.862	0.164	0.439	135.014
68lOQPb5tX8U2cQRuas0L2	240199	5	1	4	0.337	0.678	0.666	0	0.115	-6.949	0.487	0.523	87.634
63TyoT9Ee03rQxv8xmdJ2l	286117	0	1	4	0.217	0.895	0.839	3e-06	0.239	-4.512	0.227	0.756	149.951
1kaxyXcAi5ZHF3Q94QXsHK	214314	4	0	4	0.273	0.754	0.615	0	0.13	-5.346	0.171	0.345	140.04
4E3qImtJzRqLt8ZZyLceOE	249751	7	1	4	0.4	0.746	0.644	0	0.095	-2.605	0.232	0.542	146.178
7gY3cyGcB2wnk2xDXiA0pe	220850	5	1	4	0.0112	0.578	0.694	0	0.102	-5.351	0.0706	0.268	129.921
0tgVpDi06FyKpA1z0VMD4v	263400	8	1	3	0.163	0.599	0.448	0	0.106	-6.312	0.0232	0.168	95.05
3CA9pLiwRIGtUBiMjbZmRw	210747	8	1	4	0.0891	0.586	0.909	0.000109	0.119	-6.474	0.0705	0.757	93.394
6DCZcSspjsKoFjzjrWoCdn	198973	7	1	4	0.0332	0.754	0.449	8.29e-05	0.552	-9.211	0.109	0.357	77.169
6Poyf51k7W3NKnsGwAI90B	279867	8	0	4	0.313	0.855	0.787	0	0.194	-4.134	0.334	0.702	88.003
4VXIryQMWpIdGgYR4TrjT1	165820	0	1	4	0.0769	0.671	0.529	0.000335	0.0856	-7.226	0.307	0.203	161.989
58QhkbaAkLFnn7JwAnAato	262494	1	1	4	0.227	0.83	0.546	0	0.112	-5.716	0.295	0.535	182.973
4Vxu50qVrQcycjRyJQaZLC	190227	7	1	4	0.105	0.687	0.842	0	0.0436	-4.382	0.058	0.778	87.968
3DV49ruvI5Sl6iisPZAc2c	149293	9	1	4	0.0362	0.597	0.721	0	0.0832	-6.422	0.0356	0.437	132.054
7wBJfHzpfI3032CSD7CE2m	270715	8	1	4	0.00947	0.487	0.789	4.05e-06	0.189	-3.69	0.044	0.0564	150.007
3oDkdAySo1VQQG0ptV7uwa	175755	1	1	4	0.0414	0.665	0.651	0	0.0896	-5.515	0.156	0.237	163.935
5bJ1DrEM4hNCafcDd1oxHx	345133	1	1	4	0.367	0.52	0.538	0.00187	0.119	-8.109	0.206	0.177	141.894
2jt2WxXMCD4zjACthkJQVE	337941	1	1	4	0.0311	0.939	0.551	0	0.192	-9.126	0.291	0.42	118.552
2VIPU72L6tIR4w8J8ap6Kp	217120	4	1	4	0.84	0.638	0.367	0	0.0999	-7.906	0.0266	0.219	71.957
7B9UAoGiN4iMCv4s40xoiM	247320	6	1	3	0.00517	0.374	0.742	0	0.11	-3.36	0.0432	0.21	139.953
2gsNpSn7VvvJuSrIDfRoYy	216029	2	1	4	0.112	0.78	0.808	0	0.329	-5.175	0.484	0.642	79.982
7uzmGiiJyRfuViKKK3lVmR	131064	4	1	4	0.0161	0.71	0.789	2.77e-06	0.451	-3.874	0.0722	0.717	142.929
5p7GiBZNL1afJJDUrOA6C8	245640	8	1	4	0.343	0.69	0.462	0.00218	0.113	-8.054	0.13	0.325	157.655
2XTquzYQAdT1Hk78bOUwsv	226938	1	1	4	0.0441	0.809	0.737	0	0.341	-5.186	0.108	0.367	80.025
01z2fBGB8Hl3Jd3zXe4IXR	161840	2	0	4	0.89	0.272	0.238	0.00925	0.275	-12.148	0.0349	0.119	83.507
7p4vHnYXkxlzvfePJVpcTr	297404	7	1	4	0.162	0.554	0.596	0.00482	0.0805	-8.214	0.13	0.255	165.728
3qN5qMTKyEEmiTZD38BNTT	214467	11	0	4	0.279	0.899	0.586	0	0.0836	-7.866	0.344	0.492	150.001
0wbnC9AUenxp613TYaJsGK	255379	7	0	4	0.0146	0.936	0.588	0	0.139	-6.948	0.136	0.238	124.987
0evt4UZbdhnHtcAnxkm6A1	222477	6	1	4	0.261	0.907	0.64	0	0.0785	-6.542	0.354	0.803	120.995
60Z57Wdrn0pEVpHI7d7GAX	309638	7	1	4	0.0305	0.616	0.684	0	0.376	-6.032	0.311	0.312	179.503
4j3GWI86JvSaF0BLdmgcfF	213600	0	1	4	0.0129	0.76	0.579	0.00351	0.106	-7.374	0.0569	0.125	100.01
08bNPGLD8AhKpnnERrAc6G	202621	9	0	4	0.205	0.626	0.88	0	0.128	-2.384	0.0504	0.534	95.079
4eWQlBRaTjPPUlzacqEeoQ	226973	0	1	4	0.181	0.637	0.713	0.000637	0.137	-4.333	0.0747	0.243	129.923
0JP9xo3adEtGSdUEISiszL	135090	9	0	4	0.556	0.921	0.537	0.00404	0.102	-5.723	0.0804	0.711	128.009
2ZFrEp20VO25BXYhMxh0GW	199627	7	1	4	0.0997	0.602	0.805	0	0.172	-6.079	0.0473	0.322	92.401
33b2wX9d0kxqxhi7lcsC1A	218387	0	1	4	0.212	0.653	0.859	0	0.111	-3.048	0.0449	0.705	174.037
7AFASza1mXqntmGtbxXprO	121887	11	1	4	0.883	0.669	0.308	0	0.0984	-10.068	0.029	0.52	64.934
5ubwXXOsH9bUhZsQ0Cybha	204150	1	1	4	0.0142	0.746	0.825	0.0107	0.121	-4.666	0.169	0.584	152.914
4mHgYpuGHu99Mw69E83CP2	121680	0	0	4	0.68	0.767	0.538	0	0.192	-6.044	0.052	0.343	81.031
79Mjfhh393dZdAsTvUFDR6	215724	0	1	4	0.0218	0.541	0.703	0	0.0964	-5.573	0.102	0.238	94.858
7rC5Pl8rQSX4myONQHYPBK	205147	4	0	4	0.0456	0.755	0.575	0.00124	0.276	-8.393	0.0678	0.49	85.987
0b9oOr2ZgvyQu88wzixux9	225773	5	1	4	0.117	0.854	0.463	0	0.354	-6.159	0.137	0.549	120.024
2QZ7WLBE8h2y1Y5Fb8RYbH	211360	5	1	4	0.0573	0.622	0.712	0	0.13	-7.321	0.066	0.487	140.025
70khXICDeTTxgYtw3EysKH	208493	4	1	4	0.248	0.721	0.459	0	0.212	-6.408	0.032	0.46	119.914
0WdR2AyLW1Drd3OUdwezM0	172107	10	0	4	0.186	0.71	0.614	0	0.0974	-6.757	0.0431	0.658	148.152
1xWH8zYtDeS9mW1JJG23VZ	245667	10	0	4	0.375	0.831	0.485	1.47e-05	0.118	-6.677	0.15	0.622	80.022
1mJMD1VIQ7jWTP9DK2zmY0	212445	6	1	4	0.143	0.492	0.681	0	0.199	-7.038	0.075	0.511	178.01
14kYOiFVPb7E7NfFbqhdln	189507	1	1	4	0.0217	0.708	0.454	0	0.073	-7.07	0.0395	0.24	110.963
003eoIwxETJujVWmNFMoZy	193680	1	0	4	0.0822	0.353	0.755	0	0.39	-6.276	0.733	0.437	191.153
0XOnMqLQDO89iAg7dWWwnG	73813	4	1	4	0.43	0.652	0.31	1.16e-05	0.182	-10.212	0.0509	0.304	119.913
1e4rwBPVI32vZtTJu7mJ4J	191600	6	0	5	0.276	0.69	0.729	5.08e-05	0.106	-5.08	0.372	0.478	128.96
2Yl4OmDby9iitgNWZPwxkd	210787	6	0	4	0.0256	0.82	0.568	0	0.0952	-8.23	0.411	0.535	152.279
1xYpVRspgaLxdJLOTQkTjg	338438	4	0	4	0.221	0.588	0.567	0	0.135	-3.738	0.0628	0.113	150.009
27a1mYSG5tYg7dmEjWBcmL	198408	10	0	4	0.201	0.702	0.708	0	0.118	-5.366	0.0547	0.713	147.98
20MuVazoNMv6xjKPnRFOxG	231964	11	0	4	0.192	0.741	0.645	0	0.163	-5.116	0.0963	0.488	149.07
4SZepBIPDRwPaHIjAKwRDb	185610	0	0	4	0.389	0.607	0.609	1.6e-05	0.111	-5.978	0.291	0.556	74.946
6OaVWaGfhXn70ZJfdVcabn	218284	1	1	4	0.0204	0.731	0.811	0	0.411	-3.225	0.0712	0.426	147.045
7KZ5MMVgBVox9ycroB2UrI	180183	5	0	5	0.229	0.428	0.403	0	0.22	-5.914	0.209	0.133	95.387
6rDaCGqcQB1urhpCrrD599	138872	10	0	4	0.0805	0.705	0.816	0	0.476	-7.046	0.32	0.929	94.211
